timestamp_press,timestamp_release,key_code,key_char,hold_time,latency
1748795863945162,1748795864017445,'r',r,72.28,824.23
1748795864099421,1748795864145143,'j',j,45.72,81.98
1748795864221799,1748795864297333,'n',n,75.53,76.66
1748795864371354,1748795864437945,'j',j,66.59,74.02
1748795864484264,1748795864572317,'h',h,88.05,46.32
1748795864642874,1748795864706088,'e',e,63.21,70.56
1748795864746389,1748795864800828,'.',.,54.44,40.3
1748795865026634,1748795865109038,'v',v,82.4,225.81
1748795865140913,1748795865198143,'j',j,57.23,31.87
1748795865429085,1748795865534913,';',;,105.83,230.94
1748795865537969,1748795865607193,'y',y,69.22,3.06
1748795866797411,1748795866869177,'j',j,71.77,1190.22
1748795867027860,1748795867094236,'h',h,66.38,158.68
1748795867119594,1748795867205784,'f',f,86.19,25.36
1748795867296121,1748795867324759,'u',u,28.64,90.34
1748795867932991,1748795868002543,'p',p,69.55,608.23
1748795868168899,1748795868229432,'u',u,60.53,166.36
1748795868825780,1748795868892214,'k',k,66.43,596.35
1748795868952450,1748795869028089,'z',z,75.64,60.24
1748795869082947,1748795869148265,'l',l,65.32,54.86
1748795869259945,1748795869333736,'t',t,73.79,111.68
1748795869364978,1748795869411761,'n',n,46.78,31.24
1748795869480769,1748795869564547,'m',m,83.78,69.01
1748795875481538,1748795875562210,'t',t,80.67,5916.99
1748795875664835,1748795875741416,'c',c,76.58,102.62
1748795875772528,1748795875849987,'k',k,77.46,31.11
1748795875872930,1748795875928885,'b',b,55.95,22.94
1748795876105216,1748795876184285,"','",",",79.07,176.33
1748795876206565,1748795876275232,'s',s,68.67,22.28
1748795876318459,1748795876367539,'n',n,49.08,43.23
1748795876438216,1748795876536386,'m',m,98.17,70.68
1748795876825847,1748795876904901,'d',d,79.05,289.46
1748795876951101,1748795877019132,'y',y,68.03,46.2
1748795877064768,1748795877138090,'b',b,73.32,45.64
1748795877225850,1748795877296676,'v',v,70.83,87.76
1748795877399455,1748795877496094,'f',f,96.64,102.78
1748795877454226,1748795877500993,'n',n,46.77,-41.87
1748795878498923,1748795878562918,'t',t,64.0,997.93
1748795878602940,1748795878672901,'k',k,69.96,40.02
1748795878740364,1748795878810480,'m',m,70.12,67.46
1748795878812709,1748795878886955,'y',y,74.25,2.23
1748795878995634,1748795879094060,'s',s,98.43,108.68
1748795879168639,1748795879248894,'v',v,80.26,74.58
1748795879384505,1748795879460956,'b',b,76.45,135.61
1748795879693055,1748795879751845,'k',k,58.79,232.1
1748795879865137,1748795879934392,'.',.,69.25,113.29
1748795880020587,1748795880082574,"','",",",61.99,86.19
1748795880195770,1748795880255958,'j',j,60.19,113.2
1748795880574582,1748795880644543,'g',g,69.96,318.62
1748795880681392,1748795880790125,'s',s,108.73,36.85
1748795880793617,1748795880867159,'n',n,73.54,3.49
1748795880922269,1748795880998594,'y',y,76.32,55.11
1748795881106475,1748795881194518,'s',s,88.04,107.88
1748795881294383,1748795881376112,'v',v,81.73,99.86
1748795881739350,1748795881815087,'?',?,75.74,363.24
1748795882786858,1748795882855144,'.',.,68.29,971.77
1748795884192819,1748795884257284,'/',/,64.47,1337.67
1748795876825847,1748795886055493,'d',d,9229.65,-7431.44
1748795886230394,1748795886300926,'j',j,70.53,174.9
1748795886390961,1748795886485195,'l',l,94.23,90.04
1748795886489593,1748795886566245,'b',b,76.65,4.4
1748795886639282,1748795886702071,'y',y,62.79,73.04
1748795887623103,1748795887698936,'b',b,75.83,921.03
1748795887745081,1748795887809607,'p',p,64.53,46.14
1748795887987259,1748795888040000,'n',n,52.74,177.65
1748795888067570,1748795888126551,'f',f,58.98,27.57
1748795888209834,1748795888274999,'r',r,65.17,83.28
1748795888288976,1748795888350099,'b',b,61.12,13.98
1748795888908858,1748795888992625,'[',[,83.77,558.76
1748795889444296,1748795889517303,'l',l,73.01,451.67
1748795889624362,1748795889699998,'y',y,75.64,107.06
1748795889782054,1748795889894297,'t',t,112.24,82.06
1748795889908622,1748795890003652,'q',q,95.03,14.32
1748795890394454,1748795890457625,'j',j,63.17,390.8
1748795890572529,1748795890642383,'y',y,69.85,114.9
1748795890882040,1748795890947721,'h',h,65.68,239.66
1748795891025563,1748795891102144,'t',t,76.58,77.84
1748795891186016,1748795891239110,'i',i,53.09,83.87
1748795891291180,1748795891385512,'b',b,94.33,52.07
1748795891453417,1748795891518818,'k',k,65.4,67.91
1748795891830613,1748795891891763,'j',j,61.15,311.79
1748795891984905,1748795892064710,'n',n,79.81,93.14
1748795892663890,1748795892753197,'g',g,89.31,599.18
1748795892791286,1748795892850847,'h',h,59.56,38.09
1748795892862247,1748795892947175,'f',f,84.93,11.4
1748795893335032,1748795893435994,'d',d,100.96,387.86
1748795893618137,1748795893695769,'b',b,77.63,182.14
1748795893734922,1748795893798393,'n',n,63.47,39.15
1748795893859304,1748795893951812,'m',m,92.51,60.91
1748795893955487,1748795894050497,'c',c,95.01,3.68
1748795894022703,1748795894141189,'z',z,118.49,-27.79
1748795894242219,1748795894311983,'d',d,69.76,101.03
1748795894466575,1748795894537645,'v',v,71.07,154.59
1748795894612680,1748795894693220,'f',f,80.54,75.03
1748795894729910,1748795894793702,'k',k,63.79,36.69
